El-number,tags,Name,Description,Art_nr,EAN_Tekst,Type,Effect,Area,Width,Length,MainSpec,Voltage,per_meter,self_limiting,isMat,inside,outside,effekt_mod,wm_mod,lengde_mod,type_mod
1011328,,Parares vk 33W/m Brun FP,Parallellresistiv varmekabel,7071236000884,TF Parares vk 33W/m Brun FP,Parares vk, 33,,,,33,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011329,,Parares vk 45W/m Brun FP,Parallellresistiv varmekabel,7071236000891,TF Parares vk 45W/m Brun FP,Parares vk, 45,,,,45,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011330,,Parares vk 54W/m Brun FP,Parallellresistiv varmekabel,7071236000907,TF Parares vk 54W/m Klar FP,Parares vk, 54,,,,54,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011331,,SBG-H 10W/m max 200C Rød,SBG for ekstreme forhold,7071236005971,TF SBG-H 10W/m max 200C rød,SBG-H 10W, 10,,,,10,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011332,,SBG-H 20W/m max 200C Rød,SBG for ekstreme forhold,7071236005988,TF SBG-H 20W/m max 200C rød,SBG-H 20W, 20,,,,20,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011333,,SBG-H 30W/m max 200C Rød,SBG for ekstreme forhold,7071236005995,TF SBG-H 30W/m max 200C rød,SBG-H 30W, 30,,,,30,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011334,,SBG-H 45W/m max 200C Rød,SBG for ekstreme forhold,7071236006008,TF SBG-H 45W/m max 200C rød,SBG-H 45W, 45,,,,45,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011336,,SBG-H 60W/m max 200C Rød,SBG for ekstreme forhold,7071236006015,TF SBG-H 60W/m max 200C rød,SBG-H 60W, 60,,,,60,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011340,,Parares vk 10W/m Blå PE,Parallellresistiv varmekabel,7071236000914,TF Parares vk 10W/m Blå PE,Parares vk, 10,,,,10,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011341,,Parares vk 15W/m Blå PE,Parallellresistiv varmekabel,7071236000921,TF Parares vk 15W/m Blå PE,Parares vk, 15,,,,15,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011342,,Parares vk 20W/m Blå PE,Parallellresistiv varmekabel,7071236000938,TF Parares vk 20W/m Blå PE,Parares vk, 20,,,,20,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011343,,Parares vk 30W/m Sort PE,Parallellresistiv varmekabel,7071236000945,TF Parares vk 30W/m Sort PE,Parares vk, 30,,,,30,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011344,,Parares vk 10W/m Brun SR,Parallellresistiv varmekabel,7071236000952,TF Parares vk 10W/m Brun SR,Parares vk, 10,,,,10,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011345,,Parares vk 20W/m Brun SR,Parallellresistiv varmekabel,7071236000822,TF Parares vk 20W/m Brun SR,Parares vk, 20,,,,20,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011346,,Parares vk 30W/m Brun SR,Parallellresistiv varmekabel,7071236000839,TF Parares vk 30W/m Brun SR,Parares vk, 30,,,,30,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011347,,Parares vk 40W/m Brun SR,Parallellresistiv varmekabel,7071236000846,TF Parares vk 40W/m Brun SR,Parares vk, 40,,,,40,230,TRUE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011350,,SBG 10W/m Blå,SBG for frostsikring av vannrør,7071236001058,TF SBG 10W BLÅ pr m,SBG 10W, 10,,,,10,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011390,,SBG-SW 10W/m Rød,SBG for avløpsrør,7071236008019,TF SBG-SW 10W/m Rød,SBG-SW 10W, 10,,,,10,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,2
1011395,,SBG-BR 34W/m for støp,SBG til støpte konstruksjoner ute,7071236009344,TF SBG-BR 34W/m for STØP,SBG-BR 34W, 34,,,,34,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011400,,SBG-FP blå 10W/m,SBG næringsmiddelgodkjent,7071236012733,TF SBG FP Blå 10W/m drikkevann,SBG-FP blå, 10,,,,10,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011450,,SBG-T 15W/m Sort,SBG for takrenner og nedløp,7071236001447,TF SBG-T 15W/m pr. m sort,SBG-T 15W, 15,,,,15,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011460,,SBG-T 25W/m Sort,SBG for takrenne og nedløp,7071236001492,TF SBG-T 25W/m pr. m sort,SBG-T 25W, 25,,,,25,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,,,2
1011461,,SBG-W55 25W/m Grå,SBG for varmtvann,7071236005247,TF SBG-W55 21W/m pr. m grå,SBG-W55 25W, 21,,,,21,230,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,2
1011462,,SBG-W65 28W/m Grå,SBG for varmtvann,7071236001508,TF SBG-W65 28W/m pr. m grå,SBG-W65 28W, 28,,,,28,230,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,,2
1011503,,Sticky Mat 60W/3m2 180W,Selvklebende varmekabelmatte,7071236009481,TF Sticky Mat 60W/3m2 180W,Sticky Mat 60W,180,3,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011504,,Sticky Mat 60W/4m2 240W,Selvklebende varmekabelmatte,7071236001645,TF Sticky Mat 60W/4m2 240W,Sticky Mat 60W,240,4,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011505,,Sticky Mat 60W/5m2 300W,Selvklebende varmekabelmatte,7071236001652,TF Sticky Mat 60W/5m2 300W,Sticky Mat 60W,300,5,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011506,,Sticky Mat 60W/6m2 360W,Selvklebende varmekabelmatte,7071236001669,TF Sticky Mat 60W/6m2 360W,Sticky Mat 60W,360,6,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011507,,Sticky Mat 60W/7m2 420W,Selvklebende varmekabelmatte,7071236001676,TF Sticky Mat 60W/7m2 420W,Sticky Mat 60W,420,7,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011508,,Sticky Mat 60W/8m2 480W,Selvklebende varmekabelmatte,7071236001683,TF Sticky Mat 60W/8m2 480W,Sticky Mat 60W,480,8,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011509,,Sticky Mat 60W/9m2 540W,Selvklebende varmekabelmatte,7071236001690,TF Sticky Mat 60W/9m2 540W,Sticky Mat 60W,540,9,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011510,,Sticky Mat 60W/10m2 600W,Selvklebende varmekabelmatte,7071236009498,TF Sticky Mat 60W/10m2 600W,Sticky Mat 60W,600,10,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011512,,Sticky Mat 60W/12m2 720W,Selvklebende varmekabelmatte,7071236009504,TF Sticky Mat 60W/12m2 720W,Sticky Mat 60W,720,12,,,60,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011513,,Sticky Mat 100W/3m2 300W,Selvklebende varmekabelmatte,7071236001706,TF Sticky Mat 100W/3m2 300W,Sticky Mat 100W,300,3,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011514,,Sticky Mat 100W/4m2 400W,Selvklebende varmekabelmatte,7071236001713,TF Sticky Mat 100W/4m2 400W,Sticky Mat 100W,400,4,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011515,,Sticky Mat 100W/5m2 500W,Selvklebende varmekabelmatte,7071236001720,TF Sticky Mat 100W/5m2 500W,Sticky Mat 100W,500,5,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011516,,Sticky Mat 100W/6m2 600W,Selvklebende varmekabelmatte,7071236001737,TF Sticky Mat 100W/6m2 600W,Sticky Mat 100W,600,6,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011517,,Sticky Mat 100W/7m2 700W,Selvklebende varmekabelmatte,7071236001744,TF Sticky Mat 100W/7m2 700W,Sticky Mat 100W,700,7,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011518,,Sticky Mat 100W/8m2 800W,Selvklebende varmekabelmatte,7071236001751,TF Sticky Mat 100W/8m2 800W,Sticky Mat 100W,800,8,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011519,,Sticky Mat 100W/9m2 900W,Selvklebende varmekabelmatte,7071236001768,TF Sticky Mat 100W/9m2 900W,Sticky Mat 100W,900,9,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011520,,Sticky Mat 100W/10m2 1000W,Selvklebende varmekabelmatte,7071236005407,TF Sticky Mat 100W/10m2 1000,Sticky Mat 100W,1000,10,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011522,,Sticky Mat 100W/12m2 1200W,Selvklebende varmekabelmatte,7071236005414,TF Sticky Mat 100W/12m2 1200,Sticky Mat 100W,1200,12,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011523,,Sticky Mat 130W/3m2 390W,Selvklebende varmekabelmatte,7071236001775,TF Sticky Mat 130W/3m2 390W,Sticky Mat 130W,390,3,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011524,,Sticky Mat 130W/4m2 520W,Selvklebende varmekabelmatte,7071236001782,TF Sticky Mat 130W/4m2 520W,Sticky Mat 130W,520,4,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011525,,Sticky Mat 130W/5m2 650W,Selvklebende varmekabelmatte,7071236001799,TF Sticky Mat 130W/5m2 650W,Sticky Mat 130W,650,5,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011526,,Sticky Mat 130W/6m2 780W,Selvklebende varmekabelmatte,7071236001805,TF Sticky Mat 130W/6m2 780W,Sticky Mat 130W,780,6,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011527,,Sticky Mat 130W/7m2 910W,Selvklebende varmekabelmatte,7071236001812,TF Sticky Mat 130W/7m2 910W,Sticky Mat 130W,910,7,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011528,,Sticky Mat 130W/8m2 1040W,Selvklebende varmekabelmatte,7071236001829,TF Sticky Mat 130W/8m2 1040W,Sticky Mat 130W,1040,8,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011529,,Sticky Mat 130W/9m2 1170W,Selvklebende varmekabelmatte,7071236001836,TF Sticky Mat 130W/9m2 1170W,Sticky Mat 130W,1170,9,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011530,,Sticky Mat 160W/1m2 160W,Selvklebende varmekabelmatte,7071236001843,TF Sticky Mat 160W/1m2 160W,Sticky Mat 160W,160,1,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011531,,"Sticky Mat 160W/1,5m2 240W",Selvklebende varmekabelmatte,7071236001850,"TF Sticky Mat 160W/1,5m2 240",Sticky Mat 160W,240,"1,5",,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011532,,Sticky Mat 160W/2m2 320W,Selvklebende varmekabelmatte,7071236001867,TF Sticky Mat 160W/2m2 320W,Sticky Mat 160W,320,2,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011533,,"Sticky Mat 160W/2,5m2 400W",Selvklebende varmekabelmatte,7071236001874,"TF Sticky Mat 160W/2,5m2 400",Sticky Mat 160W,400,"2,5",,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011534,,Sticky Mat 160W/3m2 480W,Selvklebende varmekabelmatte,7071236001881,TF Sticky Mat 160W/3m2 480W,Sticky Mat 160W,480,3,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011535,,"Sticky Mat 160W/3,5m2 560W",Selvklebende varmekabelmatte,7071236001898,"TF Sticky Mat 160W/3,5m2 560",Sticky Mat 160W,560,"3,5",,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011536,,Sticky Mat 160W/4m2 640W,Selvklebende varmekabelmatte,7071236001904,TF Sticky Mat 160W/4m2 640W,Sticky Mat 160W,640,4,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011537,,"Sticky Mat 160W/4,5m2 720W",Selvklebende varmekabelmatte,7071236001911,"TF Sticky Mat 160W/4,5m2 720",Sticky Mat 160W,720,"4,5",,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011538,,Sticky Mat 160W/5m2 800W,Selvklebende varmekabelmatte,7071236001928,TF Sticky Mat 160W/5m2 800W,Sticky Mat 160W,800,5,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011540,,Sticky Mat 160W/6m2 960W,Selvklebende varmekabelmatte,7071236001935,TF Sticky Mat 160W/6m2 960W,Sticky Mat 160W,960,6,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011542,,Sticky Mat 160W/7m2 1120W,Selvklebende varmekabelmatte,7071236001942,TF Sticky Mat 160W/7m2 1120W,Sticky Mat 160W,1120,7,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011544,,Sticky Mat 160W/8m2 1280W,Selvklebende varmekabelmatte,7071236001959,TF Sticky Mat 160W/8m2 1280W,Sticky Mat 160W,1280,8,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011546,,Sticky Mat 160W/9m2 1440W,Selvklebende varmekabelmatte,7071236001966,TF Sticky Mat 160W/9m2 1440W,Sticky Mat 160W,1440,9,,,160,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011550,,Sticky Mat 130W/10m2 1300W,Selvklebende varmekabelmatte,7071236005421,TF Sticky Mat 130W/10m2 1300,Sticky Mat 130W,1300,10,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011552,,Sticky Mat 130W/12m2 1560W,Selvklebende varmekabelmatte,7071236005438,TF Sticky Mat 130W/12m2 1560,Sticky Mat 130W,1560,12,,,130,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,3
1011553,,Sticky Mat,Selvklebende varmekabelmatte,7071236010968,TF Sticky Mat 100W/2m2 200W,Sticky Mat,200,2,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011554,,Sticky Mat,Selvklebende varmekabelmatte,7071236010975,"TF Sticky Mat 100W/3,5m2 350W",Sticky Mat,350,"3,5",,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011638,,"SVK matte 2400W/8m2 0,5x16m",Utendørs varmekabelmatte,7071236009283,TF SVK matte 2400W/8m2,SVK matte, 2400,8,,,,230,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,1,2
1011640,,"SVK matte 3000W/10m2 0,5x20m",Utendørs varmekabelmatte,7071236009290,TF SVK matte 3000W/10m2,SVK matte, 3000,10,,,,230,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,1,2
1011642,,"SVK matte 3600W/12m2 0,5x24m",Utendørs varmekabelmatte,7071236009306,TF SVK matte 3600W/12m2,SVK matte, 3600,12,,,,230,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,1,2
1011651,,"SVK 17 150W/8,8m 17W/m",Varmekabel i ferdige elementer 17W/m,7071236008576,"TF SVK 17 150W/8,8m 17W/m",SVK 17, 150,,,,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,2
1021513,,Sticky Pro 100W/3m2 300W,Selvklebende varmekabelmatte,7071236013006,TF Sticky Pro 100W/3m2 300W,Sticky Pro 100W, 300,3,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021514,,Sticky Pro 100W/4m2 400W,Selvklebende varmekabelmatte,7071236013013,TF Sticky Pro 100W/4m2 400W,Sticky Pro 100W, 400,4,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021515,,Sticky Pro 100W/5m2 500W,Selvklebende varmekabelmatte,7071236013020,TF Sticky Pro 100W/5m2 500W,Sticky Pro 100W, 500,5,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021516,,Sticky Pro 100W/6m2 600W,Selvklebende varmekabelmatte,7071236013037,TF Sticky Pro 100W/6m2 600W,Sticky Pro 100W, 600,6,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021517,,Sticky Pro 100W/7m2 700W,Selvklebende varmekabelmatte,7071236013044,TF Sticky Pro 100W/7m2 700W,Sticky Pro 100W, 700,7,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021518,,Sticky Pro 100W/8m2 800W,Selvklebende varmekabelmatte,7071236013051,TF Sticky Pro 100W/8m2 800W,Sticky Pro 100W, 800,8,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021519,,Sticky Pro 100W/9m2 900W,Selvklebende varmekabelmatte,7071236013068,TF Sticky Pro 100W/9m2 900W,Sticky Pro 100W, 900,9,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021520,,Sticky Pro 100W/10m2 1000W,Selvklebende varmekabelmatte,7071236013075,TF Sticky Pro 100W/10m2 1000W,Sticky Pro 100W, 1000,10,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021522,,Sticky Pro 100W/12m2 1200W,Selvklebende varmekabelmatte,7071236013082,TF Sticky Pro 100W/12m2 1200W,Sticky Pro 100W, 1200,12,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021525,,Sticky Pro 100W/15m2 1500W,Selvklebende varmekabelmatte,7071236013099,TF Sticky Pro 100W/15m2 1500W,Sticky Pro 100W, 1500,15,,,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021530,,Sticky Pro 150W/1m2 150W,Selvklebende varmekabelmatte,7071236013105,TF Sticky Pro 150W/1m2 150W,Sticky Pro 150W, 150,1,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021531,,"Sticky Pro 150W/1,5m2 225W",Selvklebende varmekabelmatte,7071236013112,"TF Sticky Pro 150W/1,5m2 225W",Sticky Pro 150W, 225,"1,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021532,,Sticky Pro 150W/2m2 300W,Selvklebende varmekabelmatte,7071236013129,TF Sticky Pro 150W/2m2 300W,Sticky Pro 150W, 300,2,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021533,,"Sticky Pro 150W/2,5m2 375W",Selvklebende varmekabelmatte,7071236013136,"TF Sticky Pro 150W/2,5m2 375W",Sticky Pro 150W, 375,"2,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021534,,Sticky Pro 150W/3m2 450W,Selvklebende varmekabelmatte,7071236013143,TF Sticky Pro 150W/3m2 450W,Sticky Pro 150W, 450,3,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021535,,"Sticky Pro 150W/3,5m2 525W",Selvklebende varmekabelmatte,7071236013150,"TF Sticky Pro 150W/3,5m2 525W",Sticky Pro 150W, 525,"3,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021536,,Sticky Pro 150W/4m2 600W,Selvklebende varmekabelmatte,7071236013167,TF Sticky Pro 150W/4m2 600W,Sticky Pro 150W, 600,4,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021537,,"Sticky Pro 150W/4,5m2 675W",Selvklebende varmekabelmatte,7071236013174,"TF Sticky Pro 150W/4,5m2 675W",Sticky Pro 150W, 675,"4,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021538,,Sticky Pro 150W/5m2 750W,Selvklebende varmekabelmatte,7071236013181,TF Sticky Pro 150W/5m2 750W,Sticky Pro 150W, 750,5,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021540,,Sticky Pro 150W/6m2 900W,Selvklebende varmekabelmatte,7071236013198,TF Sticky Pro 150W/6m2 900W,Sticky Pro 150W, 900,6,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021542,,Sticky Pro 150W/7m2 1050W,Selvklebende varmekabelmatte,7071236013204,TF Sticky Pro 150W/7m2 1050W,Sticky Pro 150W, 1050,7,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021544,,Sticky Pro 150W/8m2 1200W,Selvklebende varmekabelmatte,7071236013211,TF Sticky Pro 150W/8m2 1200W,Sticky Pro 150W, 1200,8,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021546,,Sticky Pro 150W/9m2 1350W,Selvklebende varmekabelmatte,7071236013228,TF Sticky Pro 150W/9m2 1350W,Sticky Pro 150W, 1350,9,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
5430403,,Varmefolie 30cm 60W/m2,Varmefolie som parkettunderlag 50m rull,7071236008330,TF varmefolie 60W/m2 30cm,Varmefolie 30cm, 60,,"0,3",,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430405,,Varmefolie 50cm 60W/m2,Varmefolie som parkettunderlag 100m rull,7071236008347,TF varmefolie 60W/m2 50cm,Varmefolie 50cm, 60,,"0,5",,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430407,,Varmefolie 80cm 60W/m2,Varmefolie som parkettunderlag 70m rull,7071236011910,TF varmefolie 80cm 60W/m2,Varmefolie 80cm, 60,,"0,8",,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430410,,Varmefolie 100cm 60W/m2,Varmefolie som parkettunderlag 70m rull,7071236008378,TF varmefolie 60W/m2 100cm,Varmefolie 100cm, 60,,1,,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430420,,Varmefolie 50cm 100W/m2,Varmefolie som parkettunderlag 100m rull,7071236008415,TF varmefolie 100W/m2 50cm,Varmefolie 50cm, 100,,"0,5",,100,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011421,,AIK Silikonkabel for avising 40W 1m,Varmekabler i faste lengder,7071236012450,AIK Silikonkabel for avising 40W 1m,AIK Silikonkabel for, 40,,,1,40,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,3
1011271,,SVK 10 100W/10m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236012993,TF SVK 10 100W/10m 10W/m,SVK 10, 100,,,10,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011310,,SBG Blå 10W/10m 100W m/plugg,Selvbegrensende varmekabel,7071236005933,TF SBG Blå 10W/10m 100W m/pl,SBG Blå, 100,,,10,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011360,,SBG 13W/10m 130W m/plugg,Selvbegrensende varmekabel,7071236001126,TF SBG 13W/10m 130W m/plugg,SBG 13W, 130,,,10,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011438,,"Stretch 170W/5m2 0,5x10m Blå",Elastisk varmekabelmatte for nedstøping,7071236001386,"TF Stretch 850W/5m2 0,5x10m",Stretch 170W, 850,5,"0,5",10,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011453,,BHK 40W/m 10m 400W,Elektrisk varmekabel for betongherding,7071236001461,TF BHK 40W/m 10m 400W,BHK 40W, 400,,,10,40,230,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2
1011475,,"Stretch 100W/5m2 0,5x10m Gul",Elastisk varmekabelmatte for nedstøping,7071236001553,"Stretch 100W/5m2 0,5x10m Gul",Stretch 100W,500,5,"0,5",10,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011600,,NSX 17 170W/10m 17W/m,Elektrisk varmekabel for nedstøping,7071236012795,NSX 17 170W/10m 17W/m,NSX 17, 170,,,10,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011680,,SVK 30 300W/10m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008729,TF SVK 30 300W/10m 30W/m,SVK 30, 300,,,10,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011266,,VK02 1700W/100m 17W/m,Elektrisk varmekabel for nedstøping,,VK02 1700W/100m v-kabel 17W/m,VK02, 1700,,,100,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
1011280,,SVK 10 1000W/100m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236001034,TF SVK 10 1000W/100m 10W/m,SVK 10, 1000,,,100,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011620,,BVK 10 1000W/100m 10W/m,Elektrisk varmekabel for nedstøping,7071236008514,TF BVK 10 1000W/100m10W/m,BVK 10, 1000,,,100,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011667,,SVK 17 1700W/100m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008675,TF SVK 17 1700W/100m 17W/m,SVK 17, 1700,,,100,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011696,,SVK 30 3000W/100m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008828,TF SVK 30 3000W/100m 30W/m,SVK 30, 3000,,,100,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011440,,"Stretch 170W/6m2 0,5x12m Blå",Elastisk varmekabelmatte for nedstøping,7071236001393,"TF Stretch 1020W/6m2 0,5x12m",Stretch 170W, 1020,6,"0,5",12,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
